ID,answer
TG_D_S_20230320,4660.757463440528
TG_D_S_20230321,4950.575272082967
TG_D_S_20230322,4743.968708308909
TG_D_S_20230323,4865.7673979019855
TG_D_S_20230324,4944.129098338459
TG_D_S_20230325,4603.732811040759
TG_D_S_20230326,1134.676253609468
TG_D_S_20230327,5012.63839974218
TG_D_S_20230328,5318.223472173699
TG_D_S_20230329,5123.428221087615
TG_D_S_20230330,5252.401105421682
TG_D_S_20230331,5332.744923297388
TG_E_J_20230304,2091.5009804471497
TG_E_J_20230305,-322.6139638929999
TG_E_J_20230306,2452.1361099657947
TG_E_J_20230307,2490.9186261432333
TG_E_J_20230308,2150.877342897164
TG_E_J_20230309,2068.1317770637365
TG_E_J_20230310,2125.5476382417205
TG_E_J_20230311,1989.2744450399382
TG_E_J_20230312,-436.36513409497866
TG_E_J_20230313,2330.2055726756457
TG_E_J_20230314,2364.162410083019
TG_E_J_20230315,2022.5735486404747
TG_E_J_20230316,1941.4033231771064
TG_E_J_20230317,2003.2891784794233
TG_E_J_20230318,1874.0876833980155
TG_E_J_20230319,-542.226105026904
TG_E_J_20230320,2235.5335565052465
TG_E_J_20230321,2282.1205950793615
TG_E_J_20230322,1954.16322438148
TG_E_J_20230323,1887.1809798921556
TG_E_J_20230324,1963.3747301698559
TG_E_J_20230325,1848.1852558973762
TG_E_J_20230326,-554.7956728810686
TG_E_J_20230327,2235.277439846548
TG_E_J_20230328,2292.8703922494196
TG_E_J_20230329,1974.3827660269994
TG_E_J_20230330,1915.1704515103697
TG_E_J_20230331,1997.339128285336
TG_E_S_20230304,3521.953318288809
TG_E_S_20230305,191.43480621821345
TG_E_S_20230306,3924.7994833519124
TG_E_S_20230307,3856.1232216939197
TG_E_S_20230308,3846.820034509607
TG_E_S_20230309,3825.272576859685
TG_E_S_20230310,3890.4889123286284
TG_E_S_20230311,3653.3621627406187
TG_E_S_20230312,331.2855848579179
TG_E_S_20230313,4079.2997329779228
TG_E_S_20230314,4030.8721607070684
TG_E_S_20230315,4046.609992337533
TG_E_S_20230316,4053.9145335214716
TG_E_S_20230317,4150.6675124831545
TG_E_S_20230318,3946.5247279737414
TG_E_S_20230319,657.5686740758119
TG_E_S_20230320,4437.495719968834
TG_E_S_20230321,4418.437142088417
TG_E_S_20230322,4459.713140986723
TG_E_S_20230323,4487.527806369028
TG_E_S_20230324,4598.693442163831
TG_E_S_20230325,4401.9589091000635
TG_E_S_20230326,1112.692529121744
TG_E_S_20230327,4884.094226570222
TG_E_S_20230328,4848.0354493404675
TG_E_S_20230329,4863.825418740382
TG_E_S_20230330,4857.911275971079
TG_E_S_20230331,4927.600341296004
CR_A_J_20230304,2243.339684245828
CR_A_J_20230305,2004.7492136290275
CR_A_J_20230306,2773.588206827043
CR_A_J_20230307,2869.856598367585
CR_A_J_20230308,2851.432572541738
CR_A_J_20230309,2881.6682066621947
CR_A_J_20230310,2891.3024719747177
CR_A_J_20230311,2312.6413051387717
CR_A_J_20230312,2069.6318548292074
CR_A_J_20230313,2833.7734310853816
CR_A_J_20230314,2925.0958378447776
CR_A_J_20230315,2901.5111215122947
CR_A_J_20230316,2926.409750675466
CR_A_J_20230317,2930.5739537073778
CR_A_J_20230318,2346.357895514784
CR_A_J_20230319,2097.761776114323
CR_A_J_20230320,2856.3423670580155
CR_A_J_20230321,2942.190665652937
CR_A_J_20230322,2913.2827103975537
CR_A_J_20230323,2933.074594116345
CR_A_J_20230324,2932.414433062834
CR_A_J_20230325,2343.7210139134927
CR_A_J_20230326,2091.0562496882785
CR_A_J_20230327,2846.034015110401
CR_A_J_20230328,2928.7961000633454
CR_A_J_20230329,2897.361385400274
CR_A_J_20230330,2915.2193385244805
CR_A_J_20230331,2913.2406457613515
CR_B_J_20230304,557.8602533720367
CR_B_J_20230305,480.3547403065505
CR_B_J_20230306,787.7164057083255
CR_B_J_20230307,665.682254993831
CR_B_J_20230308,673.9682938145982
CR_B_J_20230309,676.3128272276242
CR_B_J_20230310,661.3631704859378
CR_B_J_20230311,521.1489516267086
CR_B_J_20230312,433.7274784254174
CR_B_J_20230313,731.922560739401
CR_B_J_20230314,601.6349268867476
CR_B_J_20230315,602.7165561777516
CR_B_J_20230316,599.0109088487286
CR_B_J_20230317,579.2374484949166
CR_B_J_20230318,435.46368910490594
CR_B_J_20230319,345.75026484985585
CR_B_J_20230320,642.8904121901278
CR_B_J_20230321,512.7219747796689
CR_B_J_20230322,515.0041993081887
CR_B_J_20230323,513.4612254650904
CR_B_J_20230324,496.67056532245056
CR_B_J_20230325,356.5396856814149
CR_B_J_20230326,270.9560576950194
CR_B_J_20230327,572.5319180978779
CR_B_J_20230328,446.9217001104837
CR_B_J_20230329,453.70424690647405
CR_B_J_20230330,456.43155718862636
CR_B_J_20230331,443.5222104765769
CR_C_J_20230304,706.7102458487363
CR_C_J_20230305,458.71865989427465
CR_C_J_20230306,859.0595844106831
CR_C_J_20230307,752.3306147344995
CR_C_J_20230308,782.9527854607302
CR_C_J_20230309,747.1384406171122
CR_C_J_20230310,739.0739520852323
CR_C_J_20230311,659.1797439893444
CR_C_J_20230312,419.41871638712627
CR_C_J_20230313,829.0691016610685
CR_C_J_20230314,732.4683736817622
CR_C_J_20230315,773.7487037553537
CR_C_J_20230316,748.8121427691331
CR_C_J_20230317,751.5212604067345
CR_C_J_20230318,681.967494481253
CR_C_J_20230319,451.78808837812613
CR_C_J_20230320,869.947429511493
CR_C_J_20230321,780.4891891344556
CR_C_J_20230322,827.2795442682566
CR_C_J_20230323,805.9894599852203
CR_C_J_20230324,810.2915790877809
CR_C_J_20230325,740.1338105215966
CR_C_J_20230326,507.06035913337575
CR_C_J_20230327,919.9959040910074
CR_C_J_20230328,822.9992532339922
CR_C_J_20230329,860.0067153463007
CR_C_J_20230330,826.8131650572901
CR_C_J_20230331,817.2663790862921
CR_D_J_20230304,1306.6806242312587
CR_D_J_20230305,894.9183941651411
CR_D_J_20230306,1400.752365894623
CR_D_J_20230307,1391.329285255285
CR_D_J_20230308,1393.4797972262127
CR_D_J_20230309,1400.8155561971212
CR_D_J_20230310,1414.995532755223
CR_D_J_20230311,1311.3330215985134
CR_D_J_20230312,908.3692418347341
CR_D_J_20230313,1424.9757675526498
CR_D_J_20230314,1428.068114891852
CR_D_J_20230315,1444.1752752400153
CR_D_J_20230316,1466.5435811613565
CR_D_J_20230317,1496.4117333899146
CR_D_J_20230318,1408.6282711992233
CR_D_J_20230319,1021.2371044616223
CR_D_J_20230320,1552.593028905129
CR_D_J_20230321,1569.0891997973335
CR_D_J_20230322,1596.7409776744948
CR_D_J_20230323,1628.3041420592363
CR_D_J_20230324,1664.5639070463967
CR_D_J_20230325,1579.9656337610731
CR_D_J_20230326,1192.212488608622
CR_D_J_20230327,1719.391627656083
CR_D_J_20230328,1727.7105789749717
CR_D_J_20230329,1743.087979388882
CR_D_J_20230330,1758.2764578900833
CR_D_J_20230331,1774.153955148241
CR_D_S_20230304,5.588099432897108
CR_D_S_20230305,5.9561583940283995
CR_D_S_20230306,13.699603833150354
CR_D_S_20230307,12.92585036392078
CR_D_S_20230308,5.522182090438587
CR_D_S_20230309,27.418216859198374
CR_D_S_20230310,8.77781789137314
CR_D_S_20230311,3.941480286455249
CR_D_S_20230312,3.179441984185999
CR_D_S_20230313,9.9333196312341
CR_D_S_20230314,8.329722716175786
CR_D_S_20230315,0.2699147649305207
CR_D_S_20230316,21.692053007628196
CR_D_S_20230317,2.7630377646332622
CR_D_S_20230318,-2.1790024601379816
CR_D_S_20230319,-2.87134677106976
CR_D_S_20230320,4.115351271275172
CR_D_S_20230321,2.8912044378708766
CR_D_S_20230322,-4.662609202916567
CR_D_S_20230323,17.36912104566004
CR_D_S_20230324,-0.8717180924826042
CR_D_S_20230325,-5.073243533259543
CR_D_S_20230326,-4.999361096703758
CR_D_S_20230327,2.753107492213452
CR_D_S_20230328,2.2693693347381068
CR_D_S_20230329,-4.592296367929071
CR_D_S_20230330,18.063092135507535
CR_D_S_20230331,0.36042572679756546
CR_E_J_20230304,1094.7197123482927
CR_E_J_20230305,845.3311607647322
CR_E_J_20230306,1346.5083287574898
CR_E_J_20230307,1340.4317136448449
CR_E_J_20230308,1342.1999977854582
CR_E_J_20230309,1338.357117947432
CR_E_J_20230310,1347.610259003252
CR_E_J_20230311,1106.6499655381642
CR_E_J_20230312,865.4901475885058
CR_E_J_20230313,1375.9618169509001
CR_E_J_20230314,1380.0230810995497
CR_E_J_20230315,1392.5097734581286
CR_E_J_20230316,1399.668733607945
CR_E_J_20230317,1419.8831095378637
CR_E_J_20230318,1189.5006848045737
CR_E_J_20230319,958.1827896700314
CR_E_J_20230320,1477.407394802659
CR_E_J_20230321,1488.7886627427902
CR_E_J_20230322,1506.8370769153448
CR_E_J_20230323,1517.5019028151823
CR_E_J_20230324,1538.905101693486
CR_E_J_20230325,1307.1774619526204
CR_E_J_20230326,1071.814290307437
CR_E_J_20230327,1584.1840709548853
CR_E_J_20230328,1585.8522095212463
CR_E_J_20230329,1591.343859373931
CR_E_J_20230330,1586.6875023946457
CR_E_J_20230331,1590.1483638930895
CR_E_S_20230304,-21.30317809858287
CR_E_S_20230305,-42.029858483544125
CR_E_S_20230306,-18.654494327773087
CR_E_S_20230307,-30.812701531857627
CR_E_S_20230308,-8.283500020961988
CR_E_S_20230309,-17.79105748817483
CR_E_S_20230310,-18.448680367838122
CR_E_S_20230311,-18.031853967274415
CR_E_S_20230312,-39.14355016609622
CR_E_S_20230313,-16.381871225020642
CR_E_S_20230314,-29.35667950607968
CR_E_S_20230315,-7.815948584701841
CR_E_S_20230316,-18.448424938676215
CR_E_S_20230317,-20.32865499109313
CR_E_S_20230318,-21.19114890116329
CR_E_S_20230319,-43.596866646142544
CR_E_S_20230320,-22.10206070714653
CR_E_S_20230321,-36.27609056837707
CR_E_S_20230322,-15.828910556558172
CR_E_S_20230323,-27.41478787571963
CR_E_S_20230324,-30.078275829271277
CR_E_S_20230325,-31.52918723536792
CR_E_S_20230326,-54.309731326050155
CR_E_S_20230327,-32.96383094842725
CR_E_S_20230328,-47.05522301264342
CR_E_S_20230329,-26.29503700221538
CR_E_S_20230330,-37.34540739758468
CR_E_S_20230331,-39.26514970093043
CB_A_J_20230304,705.8409436211091
CB_A_J_20230305,501.59284046911216
CB_A_J_20230306,738.3291007473615
CB_A_J_20230307,685.9078310645472
CB_A_J_20230308,707.0222775024447
CB_A_J_20230309,676.4564723676438
CB_A_J_20230310,713.971795226251
CB_A_J_20230311,645.0541685811963
CB_A_J_20230312,450.10144597844123
CB_A_J_20230313,695.1746522855142
CB_A_J_20230314,649.9096369168901
CB_A_J_20230315,676.8208141301877
CB_A_J_20230316,650.5608090362564
CB_A_J_20230317,690.8096107734074
CB_A_J_20230318,623.022900763116
CB_A_J_20230319,427.6191032481771
CB_A_J_20230320,670.7288489104357
CB_A_J_20230321,622.1034838082157
CB_A_J_20230322,644.4144071748962
CB_A_J_20230323,612.5072005618135
CB_A_J_20230324,646.2843236222736
CB_A_J_20230325,571.4462430069786
CB_A_J_20230326,368.6707589055635
CB_A_J_20230327,604.3544497261885
CB_A_J_20230328,548.5131025010191
CB_A_J_20230329,564.0731467225385
CB_A_J_20230330,526.1182803756972
CB_A_J_20230331,554.7652754149173
CB_A_S_20230304,47.82146228080761
CB_A_S_20230305,40.94409883824074
CB_A_S_20230306,55.366563201633554
CB_A_S_20230307,57.4096195325442
CB_A_S_20230308,64.76095566052011
CB_A_S_20230309,61.45584778081676
CB_A_S_20230310,70.7018230316379
CB_A_S_20230311,63.191445311139674
CB_A_S_20230312,54.60699368403739
CB_A_S_20230313,67.08253624263659
CB_A_S_20230314,66.96751205701722
CB_A_S_20230315,71.98247255308524
CB_A_S_20230316,66.19906207647334
CB_A_S_20230317,72.8639198660866
CB_A_S_20230318,62.71064703451635
CB_A_S_20230319,51.46362747034523
CB_A_S_20230320,61.2992259131445
CB_A_S_20230321,58.60849652592354
CB_A_S_20230322,61.15207377439599
CB_A_S_20230323,53.039345101980715
CB_A_S_20230324,57.55160612990263
CB_A_S_20230325,45.45335879909891
CB_A_S_20230326,32.49555609491558
CB_A_S_20230327,40.87632888792386
CB_A_S_20230328,37.00333777067811
CB_A_S_20230329,38.64842831579997
CB_A_S_20230330,29.926692793050528
CB_A_S_20230331,34.11963950260902
CB_D_J_20230304,460.1097061366205
CB_D_J_20230305,344.93465177877323
CB_D_J_20230306,480.3226567332232
CB_D_J_20230307,467.41280757628806
CB_D_J_20230308,475.3246401294511
CB_D_J_20230309,479.1356542965563
CB_D_J_20230310,478.62655334923943
CB_D_J_20230311,472.0466472403907
CB_D_J_20230312,350.4237017052166
CB_D_J_20230313,480.19779930319294
CB_D_J_20230314,462.5877725037475
CB_D_J_20230315,466.76134573118657
CB_D_J_20230316,467.8117490298623
CB_D_J_20230317,465.50299728160405
CB_D_J_20230318,458.036267394717
CB_D_J_20230319,336.36162182144966
CB_D_J_20230320,466.81458590815623
CB_D_J_20230321,450.486057073731
CB_D_J_20230322,456.3965795609157
CB_D_J_20230323,459.4776261777702
CB_D_J_20230324,459.32194514410185
CB_D_J_20230325,453.95525796282465
CB_D_J_20230326,334.15340367198013
CB_D_J_20230327,466.08428182564717
CB_D_J_20230328,450.6829192889508
CB_D_J_20230329,456.8305482292818
CB_D_J_20230330,459.3402010242813
CB_D_J_20230331,457.7107589651677
CB_E_J_20230304,369.1571863290153
CB_E_J_20230305,185.25708177095498
CB_E_J_20230306,419.9713025174364
CB_E_J_20230307,407.99260706111056
CB_E_J_20230308,395.1570602482654
CB_E_J_20230309,415.01258254157733
CB_E_J_20230310,428.8516474874084
CB_E_J_20230311,379.94279185753794
CB_E_J_20230312,194.26296914992338
CB_E_J_20230313,427.34857263362255
CB_E_J_20230314,413.95217511257835
CB_E_J_20230315,399.96423450430956
CB_E_J_20230316,418.9796202969103
CB_E_J_20230317,432.32840222218147
CB_E_J_20230318,383.3056296488413
CB_E_J_20230319,197.9021935626192
CB_E_J_20230320,431.6546535684225
CB_E_J_20230321,419.301126616968
CB_E_J_20230322,406.7025276100576
CB_E_J_20230323,427.40904803826754
CB_E_J_20230324,442.69133388745433
CB_E_J_20230325,395.7710991018572
CB_E_J_20230326,212.55326154290702
CB_E_J_20230327,448.4774660287832
CB_E_J_20230328,438.17606054275086
CB_E_J_20230329,427.39777290496073
CB_E_J_20230330,449.57691987596615
CB_E_J_20230331,465.867545672344
RD_A_J_20230304,1217.2111216054059
RD_A_J_20230305,1023.8378198788342
RD_A_J_20230306,1543.4926789725207
RD_A_J_20230307,1594.4854981598173
RD_A_J_20230308,1559.7849265229065
RD_A_J_20230309,1605.7800712923736
RD_A_J_20230310,1589.4519436917108
RD_A_J_20230311,1271.4099633720969
RD_A_J_20230312,1079.993099413581
RD_A_J_20230313,1601.140523202562
RD_A_J_20230314,1653.0752369212064
RD_A_J_20230315,1618.6936881425493
RD_A_J_20230316,1664.3301316954035
RD_A_J_20230317,1646.9302745980144
RD_A_J_20230318,1327.089353946801
RD_A_J_20230319,1133.1541747357483
RD_A_J_20230320,1651.0939533420162
RD_A_J_20230321,1699.183423313585
RD_A_J_20230322,1660.3912293361805
RD_A_J_20230323,1701.1424078689781
RD_A_J_20230324,1678.4895482676827
RD_A_J_20230325,1353.1478611379596
RD_A_J_20230326,1153.593774080721
RD_A_J_20230327,1665.932007188521
RD_A_J_20230328,1708.5747016216233
RD_A_J_20230329,1664.6257502188794
RD_A_J_20230330,1700.6392543296004
RD_A_J_20230331,1673.7868250443953
RD_A_S_20230304,424.26683917509865
RD_A_S_20230305,223.83252281344326
RD_A_S_20230306,427.60800957382173
RD_A_S_20230307,413.42221430319114
RD_A_S_20230308,399.59882516538937
RD_A_S_20230309,393.1871655618801
RD_A_S_20230310,397.0714744162152
RD_A_S_20230311,374.61500999376204
RD_A_S_20230312,174.69814854389347
RD_A_S_20230313,379.8212237279072
RD_A_S_20230314,367.7668454533646
RD_A_S_20230315,356.7939525624445
RD_A_S_20230316,353.8704512407194
RD_A_S_20230317,361.78467390477874
RD_A_S_20230318,343.792007326099
RD_A_S_20230319,148.65579634553526
RD_A_S_20230320,358.75319729633804
RD_A_S_20230321,351.74064291962867
RD_A_S_20230322,345.7510933578032
RD_A_S_20230323,347.62984424987025
RD_A_S_20230324,360.0490469551128
RD_A_S_20230325,346.15721307119884
RD_A_S_20230326,154.6227380971429
RD_A_S_20230327,367.7420537512397
RD_A_S_20230328,363.1070146423392
RD_A_S_20230329,358.80364769244363
RD_A_S_20230330,361.6490001855273
RD_A_S_20230331,374.3062181927837
RD_C_S_20230304,39.42571377457101
RD_C_S_20230305,29.430360809976655
RD_C_S_20230306,38.842475610874956
RD_C_S_20230307,35.48305952265928
RD_C_S_20230308,37.59906003967379
RD_C_S_20230309,35.73844668212111
RD_C_S_20230310,32.454341201932856
RD_C_S_20230311,39.82041111255922
RD_C_S_20230312,28.424309252169508
RD_C_S_20230313,36.48356765122301
RD_C_S_20230314,31.853222295558403
RD_C_S_20230315,32.812438794097254
RD_C_S_20230316,29.938740632638197
RD_C_S_20230317,25.81135153235173
RD_C_S_20230318,32.52588237028967
RD_C_S_20230319,20.687164909785885
RD_C_S_20230320,28.524657677153357
RD_C_S_20230321,23.899714681092433
RD_C_S_20230322,25.091997718352808
RD_C_S_20230323,22.673640986985717
RD_C_S_20230324,19.212682645483675
RD_C_S_20230325,26.787992853071906
RD_C_S_20230326,15.982495564918375
RD_C_S_20230327,24.99910048787072
RD_C_S_20230328,21.668623214366516
RD_C_S_20230329,24.236958160128125
RD_C_S_20230330,23.24009387538947
RD_C_S_20230331,21.208463675117688
RD_D_J_20230304,236.6608085274318
RD_D_J_20230305,64.09994356076125
RD_D_J_20230306,264.87459013383193
RD_D_J_20230307,262.8410010723446
RD_D_J_20230308,254.85410125739685
RD_D_J_20230309,253.97901610677866
RD_D_J_20230310,250.1850742863752
RD_D_J_20230311,222.7580858288629
RD_D_J_20230312,51.01249435121582
RD_D_J_20230313,253.01422282946663
RD_D_J_20230314,252.52372967141036
RD_D_J_20230315,246.29285594578369
RD_D_J_20230316,247.28021108674218
RD_D_J_20230317,245.3490648071376
RD_D_J_20230318,219.68342265098732
RD_D_J_20230319,49.50376428377065
RD_D_J_20230320,252.79315207717084
RD_D_J_20230321,253.2431259434435
RD_D_J_20230322,247.5528785973531
RD_D_J_20230323,248.6463885537548
RD_D_J_20230324,246.37142731585055
RD_D_J_20230325,219.91608711057765
RD_D_J_20230326,48.524298252294386
RD_D_J_20230327,250.22105494334386
RD_D_J_20230328,248.75679755623662
RD_D_J_20230329,240.9044974165792
RD_D_J_20230330,239.67419132878496
RD_D_J_20230331,235.00896810363767
RD_D_S_20230304,441.93474398501434
RD_D_S_20230305,237.95126405391426
RD_D_S_20230306,451.41336680776044
RD_D_S_20230307,456.3404914342393
RD_D_S_20230308,450.6999733563497
RD_D_S_20230309,441.0716309025056
RD_D_S_20230310,448.7684021995882
RD_D_S_20230311,409.9946904284002
RD_D_S_20230312,207.27145443484955
RD_D_S_20230313,422.5296861127625
RD_D_S_20230314,429.6986157259403
RD_D_S_20230315,426.64372056743974
RD_D_S_20230316,419.8348384388306
RD_D_S_20230317,430.47056655591086
RD_D_S_20230318,394.6404866137974
RD_D_S_20230319,194.75413176307092
RD_D_S_20230320,412.63821541574197
RD_D_S_20230321,422.1283450487422
RD_D_S_20230322,421.01018548267393
RD_D_S_20230323,415.69027266941214
RD_D_S_20230324,427.3225717437226
RD_D_S_20230325,391.97224952283784
RD_D_S_20230326,192.04552519277462
RD_D_S_20230327,409.38708731944945
RD_D_S_20230328,417.8712898976423
